Date,Open,High,Low,Close,Volume
2022/1/3,360,369.4,355.2,358,780.52K
2022/1/4,343,347.4,331,334.8,1.23M
2022/1/5,317.2,317.2,298.2,299.2,2.13M
2022/1/6,291,295,279,286.8,2.97M
2022/1/7,300,300,284.4,296.2,2.59M
2022/1/10,294,312.8,291.4,306,1.76M
2022/1/11,313.4,320,308.6,314,1.64M
2022/1/12,325.2,333.2,321.4,333,2.32M
2022/1/13,328,329.4,313,315.8,1.57M
2022/1/14,292.4,298,287,297.6,1.69M
2022/1/17,298.4,300.4,292.4,297,542.57K
2022/1/18,297.4,303.8,286.6,291,911.18K
2022/1/19,291.2,298.6,288.2,290.8,869.66K
2022/1/20,293.4,309,291.2,306.6,2.83M
2022/1/21,304,318,299,308.8,1.59M
2022/1/24,285.2,286,281,282.6,1.76M
2022/1/25,274,274.8,262.8,266.4,1.84M
2022/1/26,268,274.2,263.2,267.8,664.39K
2022/1/27,248.6,250,234,241.2,2.78M
2022/1/28,235,237.2,230.6,232.6,1.42M
2022/1/31,236.6,248,235.8,242.8,696.87K
2022/2/4,253.2,255.8,250.2,254.6,1.19M
2022/2/7,259.2,260.6,253.4,257.2,990.71K
2022/2/8,255.2,255.2,244.2,249.8,686.84K
2022/2/9,265.2,275,265,271,1.29M
2022/2/10,285,285.8,275.2,283.2,1.35M
2022/2/11,281,285.2,277.8,283.6,901.28K
2022/2/14,278,278,270.4,275.2,735.19K
2022/2/15,267,274.2,266,270,703.94K
2022/2/16,289.8,293.6,286.2,293.6,1.25M
2022/2/17,291.8,298,286.2,290.2,707.58K
2022/2/18,284.4,290.2,275.4,275.4,1.25M
2022/2/21,266.2,273.2,246.2,249,2.23M
2022/2/22,248.6,250.8,240.4,245.6,1.67M
2022/2/23,241,253.2,241,248.6,1.22M
2022/2/24,237,238.2,222.8,227.2,1.62M
2022/2/25,248,249.4,238,238.8,1.66M
2022/2/28,238,238.2,228.2,237,1.64M
2022/3/1,242.4,252.6,239.6,250.2,1.50M
2022/3/2,246.6,247.4,236.2,238.6,2.17M
2022/3/3,237.8,239.6,232.4,238,1.39M
2022/3/4,215.4,218,207,207.4,3.44M
2022/3/7,199.6,199.6,185.4,187.1,3.64M
2022/3/8,185,186.8,169,171.3,3.17M
2022/3/9,178,181.1,166.4,175.8,4.43M
2022/3/10,195,195.1,179.6,185.2,4.65M
2022/3/11,167.7,170,160.2,166.2,4.19M
2022/3/14,152,152,131.9,133.9,7.01M
2022/3/15,132.5,141.5,125,127.6,4.70M
2022/3/16,146.7,184.5,140.5,179.7,9.04M
2022/3/17,206.6,225,197.5,208.4,9.41M
2022/3/18,185.6,190.4,172.1,190.1,8.46M
2022/3/21,211,212,184.7,194.7,5.54M
2022/3/22,192,208,190.2,208,2.04M
2022/3/23,228,240,223.6,229,5.29M
2022/3/24,246,250,238.6,244.2,4.26M
2022/3/25,235,240,216,218.6,2.95M
2022/3/28,217,232,205.4,224,2.44M
2022/3/29,224.2,228.8,215.4,225.8,1.39M
2022/3/30,233,237.6,217.2,220.2,3.02M
2022/3/31,220,223,213.2,216.4,1.51M
2022/4/1,201,213.8,198.6,213,2.15M
2022/4/4,223,243.8,218,241.4,3.90M
2022/4/6,232.8,251,231,243.8,1.92M
2022/4/7,234.6,245.2,230.2,232.6,1.82M
2022/4/8,218,221.8,211.2,215.4,2.69M
2022/4/11,202,202,186,186.9,3.59M
2022/4/12,211,215,198.9,210.8,4.89M
2022/4/13,193,205,193,202.6,1.76M
2022/4/14,207.8,211.8,204.4,206,780.89K
2022/4/19,185.1,189.4,181.2,183.5,3.94M
2022/4/20,185.4,188.5,181.3,182.2,1.30M
2022/4/21,175,179.4,171.2,173.7,1.86M
2022/4/22,163,173.6,161.1,169.9,1.66M
2022/4/25,167,167,159.3,159.8,1.70M
2022/4/26,166,173.2,162.3,165,2.05M
2022/4/27,163,172,161.2,169.7,1.59M
2022/4/28,176,181,172,180.2,1.92M
