Date,Open,High,Low,Close,Volume
2022/1/3,32.95,32.95,32.3,32.65,1.24M
2022/1/4,32.9,33.2,31.75,32.05,4.71M
2022/1/5,31.75,32.95,31.5,32.5,7.33M
2022/1/6,32.45,33.5,32.15,33.3,7.15M
2022/1/7,33.35,33.75,32.55,33.7,7.52M
2022/1/10,33.1,33.55,32.1,33,8.82M
2022/1/11,32.45,33,32.1,32.7,4.35M
2022/1/12,32.4,33.85,32,33.75,14.64M
2022/1/13,33.75,33.75,31.85,32.4,10.92M
2022/1/14,32.3,32.3,30,31.85,11.04M
2022/1/17,31.8,31.8,30.65,31,8.95M
2022/1/18,30.95,31.35,30.5,31.05,7.66M
2022/1/19,31.25,32,31,31.55,6.24M
2022/1/20,31.55,32.6,31.45,32.6,8.89M
2022/1/21,32.6,33,31.7,32.7,6.04M
2022/1/24,32.55,32.7,31.8,32.3,4.91M
2022/1/25,31.75,32.8,31.7,31.9,5.31M
2022/1/26,31.95,32.4,31.15,31.35,7.91M
2022/1/27,30.7,31.65,30.35,31,9.58M
2022/1/28,31.1,31.4,30.05,30.1,9.67M
2022/1/31,30.3,31.2,29.6,31.05,2.77M
2022/2/4,32.05,32.05,31.05,31.7,3.47M
2022/2/7,31.95,31.95,29.15,29.6,13.26M
2022/2/8,29.7,29.7,28.5,28.95,10.42M
2022/2/9,29.5,29.9,28.8,29.3,7.04M
2022/2/10,30,30,28.65,29.25,5.31M
2022/2/11,28.85,29.2,28.25,29.05,6.29M
2022/2/14,28.7,28.75,28.25,28.35,5.90M
2022/2/15,28.4,28.65,28.1,28.15,3.84M
2022/2/16,28.35,28.95,28.1,28.9,5.53M
2022/2/17,29.05,29.1,28.35,28.75,4.62M
2022/2/18,28.75,28.85,28.3,28.7,5.27M
2022/2/21,28.6,28.6,27.9,28.1,4.81M
2022/2/22,27.5,28.35,27.5,27.75,7.97M
2022/2/23,27.75,28.4,27.75,28.35,7.15M
2022/2/24,27.75,28.2,27.35,27.45,10.82M
2022/2/25,27.95,28.2,27.05,27.2,5.70M
2022/2/28,27.5,27.65,26.95,27.25,7.73M
2022/3/1,27.9,28.6,27.6,28.35,9.19M
2022/3/2,27.75,27.9,27.3,27.55,8.11M
2022/3/3,27.3,27.7,26.75,27,12.74M
2022/3/4,26.55,27.2,26.15,26.8,16.07M
2022/3/7,25.85,26.35,24.9,25.05,15.26M
2022/3/8,24.35,25.7,23.8,24.05,12.21M
2022/3/9,24.3,24.6,23.1,24.2,13.91M
2022/3/10,24.55,24.7,24.15,24.35,7.75M
2022/3/11,23.85,24.5,23.15,24.2,7.82M
2022/3/14,23.45,23.9,22.5,22.85,13.99M
2022/3/15,22.65,23.65,22.1,22.25,17.23M
2022/3/16,23.8,23.95,21.9,23.75,15.92M
2022/3/17,25.6,25.85,24.05,25.75,19.69M
2022/3/18,25.1,25.15,23.8,24.55,13.65M
2022/3/21,25.65,25.65,24.5,24.9,14.24M
2022/3/22,24.9,26.25,24.6,25.95,9.57M
2022/3/23,25.55,25.75,24.5,25.05,7.76M
2022/3/24,25,25.3,24.55,25.15,8.55M
2022/3/25,25.1,25.3,23.6,23.85,8.54M
2022/3/28,23.75,24.35,23.35,23.95,5.06M
2022/3/29,23.7,24.35,23.7,24.2,3.63M
2022/3/30,24.45,25.3,24.15,25.3,8.73M
2022/3/31,25.8,25.8,25,25.45,7.13M
2022/4/1,25,26.3,24.7,25.8,8.99M
2022/4/4,26,26.7,25.7,26.6,4.43M
2022/4/6,26.3,26.45,25.35,25.65,7.09M
2022/4/7,25.35,25.8,25,25.1,9.25M
