Date,Open,High,Low,Close,Volume
2022/1/3,62.4,62.5,57.8,58.85,5.55M
2022/1/4,59.8,60.5,57.7,58.1,5.26M
2022/1/5,57.6,57.9,53.7,54.3,12.49M
2022/1/6,53.85,54.5,50.45,53.95,12.11M
2022/1/7,54,57.25,53.85,57.15,7.90M
2022/1/10,56.5,64.3,56.2,63.8,13.50M
2022/1/11,62,65.9,61.6,64.95,8.49M
2022/1/12,66.5,70.2,64.5,65.7,8.15M
2022/1/13,66.7,68.15,64.35,64.6,5.16M
2022/1/14,63,65.45,61.3,64.05,4.51M
2022/1/17,64.05,66.25,62.1,64.55,3.99M
2022/1/18,64.55,67.35,64,65.9,3.85M
2022/1/19,66.25,68.2,65.9,66.05,4.39M
2022/1/20,67.45,70.4,65.65,70.25,8.11M
2022/1/21,70.15,71.85,68.7,70.8,4.71M
2022/1/24,69.5,70.95,69.05,70.15,4.47M
2022/1/25,66.9,69.45,64.4,66.2,8.87M
2022/1/26,66.9,68.1,65,67.65,4.71M
2022/1/27,67.2,70.25,65.15,66.6,10.93M
2022/1/28,66.6,67.75,62.35,62.95,7.89M
2022/1/31,62.9,62.95,61.45,62.35,3.35M
2022/2/4,64.45,66.5,62.65,66.05,3.79M
2022/2/7,65,67.4,64.75,67.35,4.60M
2022/2/8,66.95,68.4,65.05,66.35,4.37M
2022/2/9,67.9,68.8,66.95,67,4.58M
2022/2/10,67,67.35,60.7,60.75,19.57M
2022/2/11,60.75,62.6,60.3,61.25,7.07M
2022/2/14,60.4,61.6,60.4,60.95,4.80M
2022/2/15,60.75,61.45,60.4,61.3,2.59M
2022/2/16,62.2,62.8,61.5,62.2,2.88M
2022/2/17,62.75,64.8,62.35,64.8,5.25M
2022/2/18,64,66,63.45,63.75,4.76M
2022/2/21,61,61.75,58.55,60.35,12.00M
2022/2/22,58.6,60.9,58.1,59.7,6.69M
2022/2/23,60.6,61.7,59.3,61.05,7.26M
2022/2/24,59.5,60.5,56.2,56.85,9.01M
2022/2/25,56.95,58.5,56.95,57.35,6.25M
2022/2/28,57.85,58,55.65,57.9,6.09M
2022/3/1,58,59.5,57.35,59,4.35M
2022/3/2,58.65,58.95,56.25,56.7,3.55M
2022/3/3,56.7,57.05,55.45,56.1,4.95M
2022/3/4,54,54.9,53.35,53.7,8.84M
2022/3/7,51.6,51.9,48.25,48.6,12.61M
2022/3/8,48.9,49.6,45.45,46,10.70M
2022/3/9,47,47.3,43.75,45.45,8.19M
2022/3/10,47,47.4,43.5,45,8.59M
2022/3/11,42.2,43.65,36.3,43.1,29.38M
2022/3/14,41.45,41.55,36,36.25,22.09M
2022/3/15,35.2,37.9,31.4,31.85,33.48M
2022/3/16,34.6,42.5,33.25,42.35,27.89M
2022/3/17,48.5,48.5,44.55,46.6,21.79M
2022/3/18,46.6,46.6,42.05,45.35,18.11M
2022/3/21,47.5,48.2,44,44.9,10.30M
2022/3/22,44.85,45.3,41.8,45.2,14.12M
2022/3/23,45.8,47.75,44.5,45.15,12.72M
2022/3/24,44.6,46.4,43.4,44.75,7.47M
2022/3/25,44.5,45.1,38.9,39.8,14.03M
