Date,Open,High,Low,Close,Volume
2022/1/3,193.5,193.8,190.4,190.5,64.28K
2022/1/4,193,198,193,194.6,180.35K
2022/1/5,199,203,196.5,196.5,229.49K
2022/1/6,196,197.5,194.2,197.5,267.71K
2022/1/7,200,200,195.6,200,103.92K
2022/1/10,200,200,193.3,197.1,228.87K
2022/1/11,190.7,190.7,182.9,184.7,621.68K
2022/1/12,188,195.6,187.4,194.7,500.02K
2022/1/13,193.5,196.6,193.5,195.5,171.43K
2022/1/14,193,193,187.8,190.1,299.34K
2022/1/17,187.1,193,185,189.1,260.20K
2022/1/18,188,191.5,185.1,186.3,188.83K
2022/1/19,188,191.5,183.1,183.8,167.68K
2022/1/20,183,192,183,192,370.90K
2022/1/21,197,214.2,196.1,207.2,883.08K
2022/1/24,207.2,207.2,201.8,205,424.96K
2022/1/25,206.4,206.4,196.6,198.9,437.83K
2022/1/26,198.6,201.4,197.5,199.8,202.58K
2022/1/27,199.8,200.8,194.6,199.7,440.59K
2022/1/28,199.7,202.8,193.1,195.8,901.42K
2022/1/31,195.8,201,195.5,200,317.56K
2022/2/4,208.8,210.2,204.6,208,545.32K
2022/2/7,212,213.6,208.8,212,471.38K
2022/2/8,212.8,219.6,210.6,215,1.53M
2022/2/9,218,223,216.6,223,1.50M
2022/2/10,228,233.6,228,233.4,1.73M
2022/2/11,235,238.2,229.6,235.4,407.74K
2022/2/14,235.4,235.4,225.4,228.6,360.65K
2022/2/15,228.6,233,228.6,230.8,153.31K
2022/2/16,233.2,237.4,233.2,237,263.88K
2022/2/17,236,236.8,229.2,234,297.81K
2022/2/18,231.2,238,231.2,232.8,396.90K
2022/2/21,225.8,231.2,220.2,227.2,641.21K
2022/2/22,227,227,218.6,220.8,385.35K
2022/2/23,224,224,216.8,218,338.63K
2022/2/24,214.6,216.8,204,204.8,445.05K
2022/2/25,213.8,213.8,205.8,208,332.60K
2022/2/28,209.8,209.8,204.4,209,282.43K
2022/3/1,204.2,205,200,204.2,577.09K
2022/3/2,207.8,207.8,198.5,199.7,387.88K
2022/3/3,216.4,223.6,216,221.2,839.18K
2022/3/4,212.4,212.4,205.2,207.4,595.45K
2022/3/7,203,203,184.4,187.2,1.05M
2022/3/8,177.9,182,171.1,172.7,828.17K
2022/3/9,174.2,181.9,172.7,180.3,747.12K
2022/3/10,190,191.2,184.1,189.2,831.01K
2022/3/11,168,175.6,163.1,172,1.36M
2022/3/14,164.8,164.8,141.8,142.6,1.93M
2022/3/15,130.8,141.2,123.3,126.2,1.44M
2022/3/16,144.5,175,138.3,171,1.93M
2022/3/17,188.1,197.6,171,179,1.16M
2022/3/18,180,181,169,178.6,653.87K
2022/3/21,177.8,181.7,170.8,172.5,793.57K
2022/3/22,172.5,187.8,172.5,187.4,604.22K
2022/3/23,187,198.3,187,191.1,654.24K
2022/3/24,190.1,207.8,188.1,205.6,1.02M
2022/3/25,202,202,182.6,186.5,925.82K
2022/3/28,176.6,179.1,172,176.3,667.09K
2022/3/29,182,188.8,180.1,188.8,421.17K
2022/3/30,196.9,196.9,189.1,191.4,442.15K
2022/3/31,196,196,186.8,188.6,244.60K
2022/4/1,183.9,190,178.4,186.7,411.99K
2022/4/4,192,198.2,191.4,198.1,422.56K
2022/4/6,186.7,191.4,186.1,187.4,637.02K
2022/4/7,184,189.6,184,187.7,572.83K
2022/4/8,178,180.1,176,177.4,488.18K
2022/4/11,174,175,165.1,167.1,455.26K
2022/4/12,167.1,179.5,167.1,175.9,876.72K
2022/4/13,178.1,182.8,173.6,180.7,505.03K
2022/4/14,181,185.7,179.6,185.5,584.20K
2022/4/19,184.3,184.3,178,180,385.66K
2022/4/20,180,182,175.9,177,318.69K
2022/4/21,170.8,176.2,170.8,173.2,261.32K
2022/4/22,173,173.3,165.5,171.7,297.21K
2022/4/25,171.7,176.7,161.4,163.2,796.33K
2022/4/26,165,170.2,162.1,164.9,1.03M
2022/4/27,163.8,167.8,160.2,166,360.90K
2022/4/28,169.5,172.7,168.3,172.2,638.96K
2022/4/29,173,188,170.8,187.2,982.18K
2022/5/3,189,194.4,183.7,189.9,560.40K
2022/5/4,189.9,189.9,182.6,184.7,258.88K
2022/5/5,189,189,182.1,182.1,233.61K
2022/5/6,176,177.2,170.2,172.1,390.23K
2022/5/10,159,166,158,162.3,490.34K
2022/5/11,157,167.6,152.1,164,829.71K
2022/5/12,158.1,161.9,156.9,158.5,483.27K
2022/5/13,154.4,160.2,153.5,159,597.01K
2022/5/16,164.1,168.5,162.3,165.4,802.18K
2022/5/17,165,173.1,163.1,171.8,403.15K
2022/5/18,172,172.5,166.8,170.5,217.80K
2022/5/19,168,168.8,162.6,166.3,285.35K
2022/5/20,169,170.8,167.4,170.7,463.63K
2022/5/23,174,174,166.4,168,358.21K
2022/5/24,162.1,162.1,156.1,156.8,751.56K
2022/5/25,157,158.2,153.5,154.3,456.49K
2022/5/26,155,156.5,152.3,155.4,320.38K
2022/5/27,165,167.8,163,166.4,259.38K
2022/5/30,166,174.1,166,173,628.13K
2022/5/31,172,177.3,170.8,176.3,480.22K
2022/6/1,176.3,177.6,173,174.4,380.43K
2022/6/2,173,177,170.1,171.3,389.89K
2022/6/6,173.4,183.5,171,181.2,685.15K
2022/6/7,181,181,176.4,178.6,324.22K
2022/6/8,180.5,190,180.5,189,482.57K
2022/6/9,194,199.8,185.9,191,975.99K
2022/6/10,183,184.6,177.8,181.2,1.72M
2022/6/13,179,179,170.1,172,542.02K
2022/6/14,166.4,172.1,162.3,171.5,758.87K
2022/6/15,172.8,180.8,172.8,178.9,394.53K
2022/6/16,175.9,176.2,166.4,168,597.20K
2022/6/17,163.5,172.9,163.5,170,514.94K
2022/6/20,170,172.8,166.8,171.8,446.96K
2022/6/21,172,181.8,171.8,179.7,978.09K
2022/6/22,182,184.6,177.9,179.7,1.11M
2022/6/23,182.4,184.1,177.9,181.3,802.39K
2022/6/24,181.3,185.5,177.3,185.5,628.07K
2022/6/27,193.5,201.6,190.5,197.7,1.36M
2022/6/28,194.2,247.4,192.3,230.4,3.46M
2022/6/29,217.8,229,216.2,220,2.90M
2022/6/30,220,228.2,219,221.6,2.00M
2022/7/4,218.6,228,208,222,1.62M
2022/7/5,222,225,217,219.6,804.45K
2022/7/6,208,210,203,205,2.24M
2022/7/7,198.4,208.8,195,205.6,2.39M
2022/7/8,213,215,208.8,210,1.78M
2022/7/11,204.8,204.8,192.8,196.2,1.11M
2022/7/12,190.2,195.6,186,188,1.09M
2022/7/13,192.3,198.5,189.5,194.5,1.15M
2022/7/14,203.6,208.2,199.4,203.8,1.13M
2022/7/15,199.5,202.8,194.4,195.9,824.59K
2022/7/18,198.7,204.8,197.8,204,946.96K
2022/7/19,202.8,204.6,200.6,201.6,1.25M
2022/7/20,209.8,214.4,207,209.6,947.99K
2022/7/21,206,212.2,205.8,208.4,790.92K
2022/7/22,211.4,214.2,208.4,209.2,615.28K
2022/7/25,209.2,211.2,205,209.8,581.54K
2022/7/26,209,214.6,209,213,580.73K
2022/7/27,212.4,212.4,205.8,209,622.67K
2022/7/28,212,216.8,206,207.8,439.05K
2022/7/29,207.2,207.2,196.2,198.1,862.70K
2022/8/1,202,204.4,197.4,203.2,528.34K
2022/8/2,199.9,199.9,192.2,194.4,581.71K
2022/8/3,197.1,201.4,196.5,198.4,423.28K
2022/8/4,204.8,210.8,204,209,530.39K
2022/8/5,209,214,208.2,212.8,484.05K
2022/8/8,206.2,212.4,206.2,210.2,512.25K
2022/8/9,202,206.6,200.2,200.8,760.07K
2022/8/10,200.8,203.4,194.1,195.6,529.42K
2022/8/11,197,203.4,197,201.4,338.76K
2022/8/12,202.6,205.4,202.6,204.6,499.05K
2022/8/15,207,213,205.8,207,1.11M
2022/8/16,207,208,203,206,349.91K
2022/8/17,211,212,207.6,210,517.64K
2022/8/18,202,207,200.4,201.4,523.03K
2022/8/19,202,206.6,202,206.4,447.80K
2022/8/22,206.8,209,204.8,205.2,423.78K
2022/8/23,206.6,213,206.6,210.6,509.93K
2022/8/24,212.2,213.8,209.4,210.6,588.68K
2022/8/25,213,223.8,213,223,530.58K
2022/8/26,228,228.6,222.2,223.6,633.54K
2022/8/29,224,226.4,220,225,445.34K
2022/8/30,217.6,217.6,212,213,547.02K
2022/8/31,199,208.4,197.3,206.2,1.40M
2022/9/1,204,205.2,197.1,198,819.04K
2022/9/2,197.2,200,196.2,198.3,1.46M
2022/9/5,196,200.8,194.4,195.5,422.45K
2022/9/6,198.5,202.4,196.3,200.6,457.85K
2022/9/7,196,199.5,193.1,198,451.93K
2022/9/8,200,200.8,193.6,194.2,506.00K
2022/9/9,197,202.8,195.8,201.4,678.19K
2022/9/13,201.6,209.8,201.6,205.6,712.77K
2022/9/14,203,204.6,200.4,201.2,378.27K
2022/9/15,201.4,208.4,201.4,205.6,355.95K
2022/9/16,204,209.6,203.8,203.8,544.82K
2022/9/19,198.8,198.9,190.9,196.6,1.47M
2022/9/20,202,209.2,201.8,207,843.32K
2022/9/21,207.6,211.2,203.2,206,714.17K
2022/9/22,196.6,200,189.8,196.7,1.89M
2022/9/23,199.5,209.6,199.5,206.8,1.90M
2022/9/26,209.4,224,206.8,217.8,3.30M
2022/9/27,217.8,225.6,214,224.8,2.06M
2022/9/28,223,223,213.4,214,1.95M
2022/9/29,222.8,223,210,212.4,1.12M
2022/9/30,211.6,214.2,207.2,210.8,916.03K
2022/10/3,216.4,217.4,210.8,217,972.02K
2022/10/5,227.2,232.2,223,230.4,1.73M
2022/10/6,237.2,243.4,235.6,240.8,1.74M
2022/10/7,235.4,238.6,226.4,229.6,1.52M
2022/10/10,226.2,226.2,210.8,213.8,1.58M
2022/10/11,209,210.6,200.8,202,1.99M
2022/10/12,190.3,196.9,180.5,190.8,3.31M
2022/10/13,189.9,193.3,186.6,187.4,1.64M
2022/10/14,194.3,199.6,191.9,194.1,1.70M
2022/10/17,190.5,192.7,184.3,190.3,1.11M
2022/10/18,193.2,197.3,189.8,197.1,1.30M
2022/10/19,195.1,195.1,189.5,189.9,1.39M
2022/10/20,177,188.6,172.5,181.9,2.60M
2022/10/21,182,187,180.9,184.4,1.06M
2022/10/24,182.8,185.9,166.4,168.2,2.17M
2022/10/25,163,176.1,159.8,169.8,2.62M
2022/10/26,173.1,183.8,171.5,178.3,2.12M
2022/10/27,186.8,191.5,184,186.2,2.16M
2022/10/28,183.9,183.9,174.4,174.6,1.41M
2022/10/31,174.6,183.7,171.7,173.2,1.20M
2022/11/1,180,195,179.9,193.9,1.92M
2022/11/2,193.9,210.8,190.3,207,1.63M
2022/11/3,198.7,203.4,196,199.3,843.97K
2022/11/4,207,229.4,207,223.2,2.35M
2022/11/7,212.2,222,204.6,216.6,2.48M
2022/11/8,216.6,218.4,209.8,212.6,928.98K
2022/11/9,212.6,216.8,204.8,208.4,699.59K
2022/11/10,200,201.4,195.2,200.2,1.77M
2022/11/11,225,235,213,234.8,2.72M
2022/11/14,232.6,232.6,218.6,221,2.69M
2022/11/15,219.8,233.6,219,228.4,2.13M
2022/11/16,230.4,242,227.4,230.2,2.63M
2022/11/17,225,234.4,224.2,233.6,1.48M
2022/11/18,231,233.4,223.4,225.8,1.67M
2022/11/21,222,224.6,212,221.2,1.80M
2022/11/22,217,218,211.8,213.8,1.57M
2022/11/23,213.6,214.8,205.8,213,1.04M
2022/11/24,213.2,214.4,206.6,208.4,816.68K
2022/11/25,205.4,208.2,202.6,205,633.61K
2022/11/28,199,206,190.6,205.4,1.85M
2022/11/29,218,228.2,212.6,227.8,2.39M
2022/11/30,230,237.6,221.2,235.6,1.73M
2022/12/1,247.8,251,241,246.4,3.45M
2022/12/2,246.8,249.8,242.8,248.6,1.36M
2022/12/5,252,265.8,250.6,262.8,2.60M
2022/12/6,258,275.8,256.2,261.4,1.84M
2022/12/7,261.4,270.2,246.6,248.4,2.02M
2022/12/8,250.2,262,250.2,261.6,2.19M
2022/12/9,266.6,272,259.2,266.4,5.29M
2022/12/12,258,263,251,259.4,2.27M
2022/12/13,259.4,274.6,257.4,265.8,1.96M
2022/12/14,265.6,265.6,257.6,259.2,1.91M
2022/12/15,272,278.8,264,268.4,1.73M
2022/12/16,277.2,283.2,269.2,279,2.17M
2022/12/19,274.2,280,269.2,273.4,1.57M
2022/12/20,271.4,271.4,260.6,264.8,748.08K
2022/12/21,265,273.4,265,271.6,868.32K
2022/12/22,272,280,271.6,278.4,1.44M
2022/12/23,274.6,280.2,271,277.2,989.08K
2022/12/28,288,289.6,283,285,4.32M
2022/12/29,273,277.8,263,267.6,1.74M
2022/12/30,273.4,275,267.4,273.6,1.07M
2023/1/3,273,275,267.2,271.8,831.98K
2023/1/4,278.8,294.6,277.8,294.4,2.01M
2023/1/5,296.2,304.8,293.4,297.2,1.78M
2023/1/6,300,300,287,291,1.59M
2023/1/9,302.2,305,296.6,304.2,1.72M
2023/1/10,299.4,299.4,291.8,293.6,1.69M
2023/1/11,296.4,299.4,286.2,288.4,1.32M
2023/1/12,285.6,291.4,280,285,1.92M
2023/1/13,287.8,292.8,285,291.8,1.00M
2023/1/16,298,299.2,288.4,291.8,1.72M
2023/1/17,291.8,297.2,286.2,292.2,812.99K
2023/1/18,286.4,286.4,277.2,283.4,1.95M
2023/1/19,283.6,292.6,283.6,290,859.33K
2023/1/20,297.6,304,294,303.6,999.64K
2023/1/26,304.8,312.6,304.8,310.6,892.23K
2023/1/27,312,318.4,310.4,314,607.15K
2023/1/30,313.4,313.4,291.6,292.6,1.27M
2023/1/31,297,297.2,283.6,289.2,1.34M
2023/2/1,289,293.2,283.8,292.8,1.37M
2023/2/2,295.4,295.8,285,290.6,1.42M
2023/2/3,282.6,283.4,277.8,282.8,2.18M
2023/2/6,283,283,276,280.4,920.69K
2023/2/7,283.8,296.8,283.8,289,1.03M
2023/2/8,290,295.8,290,291.8,851.23K
2023/2/9,293.4,297.4,289.6,296,1.26M
2023/2/10,291.4,296.4,287.6,288.2,638.91K
2023/2/13,285,293,283.4,291.4,702.78K
2023/2/14,296,296,290.4,291.6,1.06M
2023/2/15,293.2,295,285.6,291.4,688.32K
2023/2/16,296,305.2,293,298,1.45M
2023/2/17,296.6,302,288.6,290.6,794.59K
2023/2/20,288.2,294.4,283.2,290,551.24K
2023/2/21,290.4,292.2,283.6,284.2,704.48K
2023/2/22,282.4,287.8,280.4,282.6,644.99K
2023/2/23,287,294.8,286.8,290.6,1.19M
2023/2/24,282,288.6,278,278.2,1.24M
2023/2/27,274.6,281.2,273.2,275.8,1.11M
2023/2/28,278.2,282.6,274.6,277.6,816.50K
2023/3/1,277.6,293.4,277.6,291.8,1.21M
2023/3/2,290,298.4,290,296.8,1.03M
2023/3/3,297,300.6,293.8,296.4,734.37K
2023/3/6,301.4,311.6,301,310,1.56M
2023/3/7,310,321.8,308.2,314.4,2.40M
2023/3/8,296,299,290.4,297.4,2.41M
2023/3/9,294.6,294.6,283.2,283.4,1.52M
2023/3/10,276.8,283.4,274.4,280,2.20M
2023/3/13,284.6,299,284.6,294.2,2.45M
2023/3/14,295,299.2,290.4,293.4,1.97M
2023/3/15,297.8,301.8,292,296.6,1.03M
2023/3/16,288.8,294.8,283.8,288.4,1.71M
2023/3/17,289.6,299.8,289.6,299.2,3.20M
2023/3/20,299.2,299.2,277.2,281.4,1.97M
2023/3/21,284.6,292,282,291.2,1.20M
2023/3/22,296,303.4,296,300,1.47M
2023/3/23,293.6,300.6,291.6,299.8,1.28M
2023/3/24,297,299.2,290.4,294,1.44M
2023/3/27,287,289,280.6,281.6,1.56M
2023/3/28,287.4,287.4,280,282.4,1.11M
2023/3/29,288.8,289.6,280.4,281.8,1.26M
2023/3/30,282.2,285.6,278.8,284,1.23M
2023/3/31,294,296,290.6,293.8,1.37M
2023/4/3,294.8,298,290,294.6,880.94K
2023/4/4,296,296,288.8,294,1.19M
2023/4/6,288.8,294.4,288,293.4,771.18K
2023/4/11,293.6,302.6,293.2,297.2,738.90K
2023/4/12,294.4,294.4,285.2,287.2,831.73K
2023/4/13,278,283.4,278,282.8,1.22M
2023/4/14,283,285.6,279.6,281.6,840.73K
