Date,Open,High,Low,Close,Volume
2022/1/3,34.25,35,34.2,34.65,2.36M
2022/1/4,34.6,34.65,33.65,34.35,1.71M
2022/1/5,34,34.25,32.85,33.05,3.15M
2022/1/6,32.9,33.35,32.1,33.2,5.60M
2022/1/7,33.1,33.65,32.55,33.4,4.08M
2022/1/10,33,35.2,32.5,34.85,4.85M
2022/1/11,34.7,35.65,34.65,35.1,4.10M
2022/1/12,35.55,37.9,35.55,37.25,9.19M
2022/1/13,37,37.45,35.75,36.5,4.66M
2022/1/14,35.95,36.7,35.6,36.7,3.27M
2022/1/17,36.6,37.75,36.15,37.45,4.12M
2022/1/18,37.4,39.2,37.4,37.8,6.92M
2022/1/19,37.6,38,36,36.4,4.39M
2022/1/20,36.5,37.5,36.15,37,4.95M
2022/1/21,37.05,38.8,36.7,37.7,8.85M
2022/1/24,37,37.65,36.25,37.3,3.65M
2022/1/25,37.15,37.15,35.45,35.95,4.36M
2022/1/26,35.95,36.65,35.1,35.45,5.27M
2022/1/27,35.15,35.9,34.05,34.8,4.92M
2022/1/28,34.1,34.8,33.05,33.7,6.30M
2022/1/31,33.65,35.6,33.3,34.75,2.13M
2022/2/4,34.75,36.5,34.6,36.05,4.99M
2022/2/7,36.2,36.4,34.3,35.15,6.16M
2022/2/8,34.6,35.35,34,34.1,2.77M
2022/2/9,35,35.3,34.5,34.85,2.88M
2022/2/10,35.2,35.55,33.5,34.1,6.27M
2022/2/11,34.7,34.7,33.5,33.7,2.48M
2022/2/14,33.4,33.65,33.05,33.3,2.44M
2022/2/15,33.05,34,33.05,33.5,1.99M
2022/2/16,33.95,34.25,33.45,34.1,3.04M
2022/2/17,34,34.35,33.45,34.1,3.28M
2022/2/18,33.85,34.25,33.05,33.4,3.82M
2022/2/21,33.05,33.4,31.85,32.05,5.00M
2022/2/22,31.4,31.9,30.15,30.9,7.31M
2022/2/23,30.7,31.25,30.4,31.1,3.90M
2022/2/24,30.2,30.7,29.4,29.95,4.05M
2022/2/25,30.65,31.35,30.25,30.75,3.93M
2022/2/28,30.5,30.5,28.7,29,8.34M
2022/3/1,29.45,29.9,28.8,29.3,8.54M
2022/3/2,28.95,29.35,27.9,28.2,6.24M
2022/3/3,28.2,28.45,24.15,24.6,22.19M
2022/3/4,24,25.45,23.55,25.15,12.76M
2022/3/7,23.8,24.7,23.55,23.75,8.26M
2022/3/8,24.1,24.3,23.1,23.65,7.23M
2022/3/9,23.9,24.6,23.1,23.45,7.06M
2022/3/10,24.2,24.85,23.2,23.7,5.37M
2022/3/11,22.75,23.3,20.75,22.8,15.01M
2022/3/14,22.8,22.8,21.3,21.55,15.08M
2022/3/15,20.2,21.25,19.52,19.64,22.13M
2022/3/16,20.65,24.5,20.45,24.25,15.04M
2022/3/17,26.8,27.15,24.5,25.25,16.82M
2022/3/18,24.95,26,23.25,25.25,8.45M
2022/3/21,25.7,25.9,24.45,25.35,4.99M
2022/3/22,25.35,26.15,24.95,26.15,4.77M
2022/3/23,26.15,27,25.7,26.85,7.20M
2022/3/24,26.3,26.5,24.1,24.2,12.55M
2022/3/25,24.65,25.55,23.65,24.65,8.40M
2022/3/28,24.75,25.4,23.75,24.8,5.51M
2022/3/29,24.8,25.5,24.35,25.4,3.55M
2022/3/30,25.2,26.1,24.85,25.1,4.13M
2022/3/31,24.6,25.4,24.6,25.4,4.65M
2022/4/1,24.5,25.05,24.1,25,3.55M
2022/4/4,25.6,27,25.4,26.85,4.12M
2022/4/6,26.4,26.4,25.25,25.65,3.81M
2022/4/7,25.5,25.75,24.65,24.65,2.74M
2022/4/8,24.45,24.9,23.35,23.5,5.26M
2022/4/11,23.65,23.65,22,22.5,4.54M
2022/4/12,23.6,24,22.8,23.4,4.33M
2022/4/13,23.4,23.8,22.8,23.35,2.32M
2022/4/14,23.6,24.4,23.6,23.8,3.00M
2022/4/19,23.1,23.7,22.7,23.05,3.65M
2022/4/20,22.75,23.95,22.75,23.35,2.17M
2022/4/21,22.95,23.05,21.8,21.95,4.70M
2022/4/22,21.65,22.55,21.25,22.4,4.40M
2022/4/25,21.5,21.95,20.8,21.1,3.75M
2022/4/26,21.2,22.45,21.2,21.4,4.22M
2022/4/27,20.95,21.7,20.7,21.3,4.88M
2022/4/28,21.7,22.95,21.2,22.8,6.43M
2022/4/29,22.9,24.65,22.25,24.1,11.75M
2022/5/3,23.2,23.8,22.9,23.15,7.70M
2022/5/4,23,23.35,22.55,22.85,3.11M
2022/5/5,23.3,23.7,22.7,22.9,3.69M
2022/5/6,22.65,23.65,21.8,23.2,19.37M
2022/5/10,22.4,22.75,21.25,21.6,15.88M
2022/5/11,21.75,24,21.45,23.5,22.62M
2022/5/12,23.45,24.25,23,23.25,6.80M
2022/5/13,23.85,24.35,23.5,23.8,5.90M
2022/5/16,23.8,24.8,23.8,24.3,4.83M
2022/5/17,24.75,25.95,24.65,25.65,10.93M
2022/5/18,25.65,25.65,24.35,24.85,5.15M
2022/5/19,24.05,24.85,23.85,24.8,5.22M
2022/5/20,25.55,26,25.05,25.85,5.51M
2022/5/23,25.9,26,25.2,25.45,4.05M
2022/5/24,24.95,25.4,24.75,24.85,5.87M
2022/5/25,24.85,25.1,23.9,24.15,6.66M
2022/5/26,24.15,25,23.85,24,7.02M
2022/5/27,24.5,25.25,24.45,25.25,4.02M
2022/5/30,25.3,25.85,25,25.85,5.31M
2022/5/31,25.55,26.4,25.45,26.35,9.08M
2022/6/1,26.4,27.4,25.85,26.8,9.09M
2022/6/2,26.1,26.7,26,26.45,5.68M
2022/6/6,26.9,27.55,26.45,27.35,7.85M
2022/6/7,26.55,27.8,26.55,27.6,7.53M
2022/6/8,28.1,29.5,28,29.2,9.16M
2022/6/9,29.8,29.9,28.3,28.6,12.43M
2022/6/10,28,32,28,31.55,21.62M
2022/6/13,30.85,31,29.6,29.7,8.17M
2022/6/14,29.5,31,29.15,30.35,7.77M
2022/6/15,30.35,31,30.25,30.75,4.85M
2022/6/16,31.15,31.45,29.5,29.9,4.90M
2022/6/17,29.05,30,28.9,29.6,7.98M
2022/6/20,29.6,29.65,28.9,29.5,3.62M
2022/6/21,29.5,30.85,29.1,30.8,3.42M
2022/6/22,30.35,30.6,29.65,29.65,3.09M
2022/6/23,29.65,31.15,29.65,31,4.77M
2022/6/24,31,32.7,31,32.25,8.13M
2022/6/27,32.25,32.95,31.35,32.2,5.80M
2022/6/28,31.6,32.1,30.85,31.9,5.65M
2022/6/29,31.5,32.2,30.9,31.5,6.30M
2022/6/30,31,31.6,30.05,30.6,4.82M
