Date,Open,High,Low,Close,Volume
2022/1/3,5.99,7.75,5.8,7.75,465.58M
2022/1/4,8.39,9.7,7.62,8.2,358.97M
2022/1/5,7.9,8.44,6.8,6.97,172.75M
2022/1/6,6.77,8,6.02,7.95,220.55M
2022/1/7,8.2,8.4,7.36,7.36,163.02M
2022/1/10,7.3,7.73,6.85,7.17,70.49M
2022/1/11,7.07,7.6,7.01,7.35,64.01M
2022/1/12,7.55,7.7,7.28,7.33,56.53M
2022/1/13,7.36,7.41,7.12,7.15,24.88M
2022/1/14,7.1,7.15,6.71,6.86,43.56M
2022/1/17,6.9,6.95,6.6,6.6,24.26M
2022/1/18,6.67,7.2,6.67,7,53.09M
2022/1/19,7.09,7.15,6.86,6.88,19.04M
2022/1/20,6.88,7.07,6.88,6.92,21.13M
2022/1/21,6.88,7.27,6.82,7.16,49.10M
2022/1/24,6.99,7.1,6.83,6.9,23.77M
2022/1/25,6.8,6.85,6.72,6.75,18.76M
2022/1/26,6.81,6.94,6.66,6.76,12.18M
2022/1/27,6.7,6.74,6.5,6.52,16.86M
2022/1/28,6.52,6.55,6.09,6.32,19.81M
2022/1/31,6.34,6.84,6.33,6.73,16.78M
2022/2/4,6.82,6.92,6.74,6.82,15.56M
2022/2/7,6.77,6.98,6.77,6.85,11.33M
2022/2/8,6.88,6.88,6.63,6.72,8.14M
2022/2/9,6.85,6.93,6.75,6.78,10.56M
2022/2/10,6.84,6.85,6.74,6.79,7.05M
2022/2/11,6.76,6.8,6.64,6.71,7.74M
2022/2/14,6.68,6.68,6.51,6.55,6.83M
2022/2/15,6.55,6.62,6.39,6.4,10.03M
2022/2/16,6.5,6.55,6.41,6.5,5.87M
2022/2/17,6.5,6.51,6.35,6.4,7.12M
2022/2/18,6.38,6.38,6.06,6.19,27.72M
2022/2/21,6.4,6.9,6.39,6.61,46.99M
2022/2/22,6.5,6.95,6.44,6.91,44.42M
2022/2/23,6.87,7.6,6.8,7.38,104.76M
2022/2/24,6.28,6.87,6.2,6.52,97.39M
2022/2/25,6.71,6.79,6.55,6.63,21.75M
2022/2/28,6.65,6.65,6.33,6.46,15.48M
2022/3/1,6.46,6.58,6.45,6.55,8.67M
2022/3/2,6.49,6.53,6.38,6.45,9.86M
2022/3/3,6.45,6.85,6.41,6.85,22.26M
