Stock,Predict_close_price,Open_price
0020,1.173535516065111,0.84
0241,3.530593117899952,3.37
0268,9.941560181920547,8.71
0285,32.27934778293221,30.1
0522,84.80888881653819,99.47
0700,286.7551312254865,283.0
0772,26.31860641727873,25.55
0780,19.03825290612942,19.78
0981,16.9091509065324,16.66
0992,9.65155417866045,9.48
1024,51.45432440732068,49.6
1347,17.66382432844306,16.8
1797,23.67476151183312,24.55
1810,14.46374499021454,14.58
2015,148.8651055437244,144.1
3690,85.94223421632354,90.9
3888,22.50607171825584,22.7
6060,16.11862317697539,12.2
6618,36.13702210698962,30.2
6690,23.696106621661,23.85
9618,107.5710038693903,105.0
9626,96.81936301845711,91.6
9868,38.66665132436583,36.95
9888,103.5854270460329,101.4
9961,312.7243386609016,343.4
9988,71.62789722023967,70.8
9999,169.4393616964799,169.0
