Stock,Predict_close_price,Open_price
0020,1.424758702440942,1.44
0241,3.744297381623507,3.8
0268,9.536190938863479,7.7
0285,35.85199360700252,34.85
0522,85.38710348666098,94.3
0700,371.1198113567109,367.4
0772,25.87569230563083,26.3
0780,17.43191478222104,17.36
0981,18.35584710615736,18.3
0992,10.68407492798148,10.6
1024,51.91107798678172,51.95
1347,22.72235494796512,22.2
1797,15.32034971860342,15.1
1810,16.26986432648017,17.18
2015,78.03570437715713,76.05
3690,111.3578970593721,108.0
3888,25.64872983057496,25.9
6060,15.96123627443944,12.96
6618,34.46245135857943,25.3
6690,29.22916082750729,29.5
9618,113.9285363550015,115.3
9626,112.6020218920742,111.1
9868,32.30530018698164,31.5
9888,93.50650741237992,92.8
9961,313.3769658717473,398.4
9988,76.36725982199546,75.95
9999,147.670700127392,146.2
