Stock,Predict_close_price,Open_price
0020,1.175954070122791,1.11
0241,3.315016779905215,3.09
0268,9.315229285507236,5.76
0285,31.58919987932311,29.8
0522,78.91136542726971,76.85
0700,379.8701917571895,378.6
0772,24.92209602717518,24.85
0780,12.80848679002477,13.26
0981,16.86937978109216,16.98
0992,10.32947394657423,10.26
1024,43.9317473876535,45.2
1347,17.99221368660753,18.48
1797,15.45515882773085,11.18
1810,16.47040666658775,16.98
2015,75.28890308023249,75.4
3690,90.66598842048515,104.6
3888,21.47697800735689,20.85
6060,15.97431893215597,12.94
6618,36.06151928842432,20.95
6690,23.3860994614508,24.25
9618,103.0829260684553,101.2
9626,104.6555885578667,108.0
9868,30.42398943368823,26.9
9888,88.57283623470545,83.9
9961,313.1299197392008,332.6
9988,78.47303944096701,78.85
9999,133.4397612089082,136.9
