Stock,Predict_close_price,Open_price
0020,1.175100306664718,0.88
0241,3.606043826757223,3.12
0268,9.618615695309444,8.19
0285,27.40157641989043,28.9
0522,84.31205465429338,87.53
0700,290.9867512122669,295.0
0772,21.57456076925158,22.3
0780,16.32080897828953,16.6
0981,15.14043074731541,14.94
0992,8.460417970185963,8.48
1024,41.14425640338169,44.05
1347,16.52179322064254,15.4
1797,23.63884658102637,24.6
1810,12.50934922802826,12.96
2015,115.8729463355327,119.8
3690,81.39134632682585,70.3
3888,21.28631773709771,20.4
6060,16.14484221391896,12.64
6618,35.93218944209726,28.8
6690,23.72874503648853,23.7
9618,103.5920594729114,93.9
9626,85.47600749329821,79.6
9868,33.6076952869565,34.3
9888,103.0946924564703,104.5
9961,297.7303362517595,307.0
9988,74.83729310490786,76.2
9999,163.8494356714206,167.3
