Stock,Predict_close_price,Open_price
0020,1.204277907243497,1.14
0241,3.4922797894869,2.92
0268,9.703957678408699,6.0
0285,28.37061464794673,27.65
0522,84.28082541014646,90.95
0700,382.3650099896969,378.0
0772,26.04613618104712,24.75
0780,15.03197100444331,14.64
0981,16.60573123755805,16.3
0992,9.745812954218968,9.4
1024,37.55061024671655,39.5
1347,17.18331625630613,16.7
1797,16.703593462071,12.88
1810,16.59626126965872,19.06
2015,75.23101418689485,75.15
3690,111.1459581363745,116.7
3888,21.75639693229098,20.8
6060,15.01780344678726,9.78
6618,36.26187831460828,23.05
6690,24.10086387890799,23.5
9618,105.326951180396,105.1
9626,113.8644488500643,111.5
9868,32.70747769977513,31.7
9888,87.17267602732115,81.95
9961,318.462699659232,370.0
9988,80.3024861943008,79.65
9999,123.7007779050854,125.0
