Stock,Predict_close_price,Open_price
0020,1.198027629263386,1.12
0241,3.364776988366744,2.87
0268,9.637964012675795,6.12
0285,26.17436590121873,26.95
0522,81.31679992743041,83.4
0700,370.7624873035888,370.0
0772,25.51250790052128,25.35
0780,15.13254007229877,15.5
0981,15.78998417098715,15.82
0992,9.265258971675326,9.15
1024,37.95106661142388,39.4
1347,16.74380140715562,16.12
1797,17.05542249847442,12.58
1810,16.62778508133808,18.3
2015,70.8046335256763,71.65
3690,113.2391672754116,118.3
3888,21.56973287882737,21.45
6060,15.45623806016385,9.6
6618,36.62432318020336,23.5
6690,23.52009072941416,24.4
9618,99.45465695270823,103.0
9626,119.6341685976096,119.0
9868,32.30776167624168,33.2
9888,86.31472240262602,78.95
9961,317.9229386471429,369.6
9988,78.60960143450768,78.8
9999,120.0103416691893,121.5
