Stock,Predict_close_price,Open_price
0020,1.469971230462716,1.35
0241,3.619511899131005,3.42
0268,9.534859706217917,7.89
0285,38.92282499561627,40.0
0522,84.47914201948052,98.8
0700,384.1687485012808,380.4
0772,27.0170068559995,26.15
0780,16.35746514088719,16.14
0981,18.81083979158535,18.9
0992,10.69353068428432,11.34
1024,52.10212615183414,51.75
1347,24.67809272883227,24.6
1797,16.38653254747147,14.28
1810,16.68046135585924,17.48
2015,72.07444547613767,71.95
3690,117.8208294032796,116.7
3888,24.80480910356589,25.05
6060,16.66729851052164,14.72
6618,35.35362061482891,24.45
6690,27.96891895617978,28.45
9618,116.5510153949354,114.0
9626,137.0569225105994,127.6
9868,31.61316478866459,29.1
9888,93.02666112134257,89.2
9961,317.3274346936689,389.2
9988,74.44961015038366,72.9
9999,144.4635234870531,141.9
