Stock,Predict_close_price,Open_price
0020,1.214440441745797,0.87
0241,3.5946350796535,3.24
0268,9.873704507737907,8.36
0285,29.46294150359899,29.75
0522,86.30619605600522,97.08
0700,269.9968583297331,271.2
0772,25.13687677859123,24.45
0780,19.12588367124869,19.48
0981,16.9854214983243,16.64
0992,9.240167384319559,9.4
1024,49.00572473852659,46.7
1347,17.92270452914005,16.94
1797,24.90183750495684,23.45
1810,13.32899293517633,13.04
2015,142.3142745231833,144.6
3690,85.29019424153614,86.05
3888,22.22688427959849,21.1
6060,16.10276689514383,11.84
6618,36.68819902550382,28.55
6690,24.47317394856239,24.15
9618,105.9542522241349,96.0
9626,93.09215187484584,87.0
9868,39.35265960561667,37.0
9888,96.97310303471691,96.2
9961,315.2122642486398,346.2
9988,72.09127393457658,71.54
9999,167.8326112149906,167.4
