Stock,Predict_close_price,Open_price
0020,1.394896131652387,1.32
0241,3.354796589363264,3.1
0268,9.367577355770566,7.31
0285,36.40151733621834,38.45
0522,85.22188792398542,108.9
0700,370.7624873035888,367.0
0772,25.1004131985987,25.2
0780,15.35444209688293,15.54
0981,17.11957013968584,17.08
0992,10.58794515745829,10.88
1024,43.52064048623367,46.15
1347,21.7988345734614,21.75
1797,15.3811070555128,12.46
1810,16.64900682979745,16.5
2015,69.90508858491786,74.7
3690,111.3984148369834,111.4
3888,21.58329934257433,22.4
6060,15.74312901919071,13.52
6618,34.50860378927605,21.2
6690,25.29580397605435,24.95
9618,99.96841664566787,100.3
9626,122.0903716788599,121.1
9868,30.91541830863666,30.1
9888,87.68400073835026,84.9
9961,311.9302563492888,370.2
9988,71.23011802693783,69.8
9999,149.5139631328214,148.8
