Stock,Predict_close_price,Open_price
0020,1.165790072049495,0.93
0241,3.376466951082746,3.25
0268,9.450590715285921,9.4
0285,31.2842188515333,30.1
0522,77.8928235730987,78.58
0700,292.3575222949795,285.0
0772,27.21864515740214,28.0
0780,16.58934593191524,16.28
0981,15.97816313758456,15.5
0992,10.31588004766783,10.12
1024,40.25956551780659,44.65
1347,17.26415806870184,16.76
1797,25.14832692074311,24.7
1810,13.48963630875123,13.7
2015,111.176850320824,108.0
3690,79.75852858117113,70.3
3888,19.89943743079792,21.25
6060,15.65411483266463,13.34
6618,35.39195977324417,29.1
6690,22.3537920601971,22.3
9618,101.4906295452133,91.8
9626,83.34240275950305,78.0
9868,35.88197078380654,35.6
9888,106.6139159298356,107.4
9961,289.6374789598075,286.8
9988,73.22733854215608,72.38
9999,157.7638612285295,156.8
